,Trans_ID,Region,Product_category,Sales_date,Cust_ID,Product_ID,Product_Name,Quantity,Unit_Price,Discount,Total_Sales
467,4SzGLXmxBJkU,North America,Automobile,2023-05-09,SK007671,11903,Product 14,5,85.73,0.21,338.6335
468,A5OvkxE2Ox3D,North America,Electronics,2023-01-01,ZF038301,11236,Product 8,2,44.92,0.12,79.0592
469,HrMPQtkqC8Z4,Europe,Clothing,2023-09-26,JO367911,12964,Product 1,5,13.45,0.27,49.092499999999994
470,8NSp4H3Z318i,Middle East,Furniture,2023-04-22,MD701875,10446,Product 15,9,68.41,0.04,591.0623999999999
471,yvRMLWy81JlQ,Asia,Electronics,2023-10-03,CB661026,12010,Product 14,2,50.29,0.01,99.57419999999999
472,lmXJq1s53paR,North America,Clothing,2023-01-14,KL150194,16106,Product 8,8,58.5,0.07,435.23999999999995
473,8MYRy9sO5qsG,Asia,Furniture,2023-06-28,QV452347,18520,Product 2,9,46.06,0.25,310.90500000000003
474,SWu8ZbYkcAyW,Europe,Automobile,2023-04-08,IM459924,15374,Product 7,2,39.44,0.18,64.6816
475,KLG3mVQ6DolB,Europe,Furniture,2023-03-24,BD130098,16384,Product 5,10,14.41,0.24,109.516
476,yLOpdhBCrhOe,Middle East,Clothing,2023-05-25,AQ044358,11632,Product 9,6,95.37,0.21,452.0538
477,WjYUNa61Hj0o,Asia,Electronics,2023-08-05,RB500062,19668,Product 7,2,96.57,0.29,137.12939999999998
478,Tn5T6FDbkghA,Europe,Automobile,2023-09-07,DF477035,12473,Product 12,8,51.91,0.24,315.6128
479,JO6WkelXwUaz,North America,Automobile,2023-07-15,CC029321,15844,Product 11,6,32.47,0.07,181.18259999999998
480,borcW9v1PT94,Europe,Automobile,2023-08-01,UX381907,15276,Product 4,10,90.61,0.02,887.978
481,lXvZOP6wMf02,Middle East,Clothing,2023-07-01,AL506487,11906,Product 19,9,22.32,0.05,190.836
482,FEogGNhvgGAI,Europe,Automobile,2023-10-30,PM281432,11745,Product 14,8,57.48,0.17,381.6672
483,k5Xgc1x6Tt7N,Europe,Electronics,2023-06-24,RC486953,14028,Product 12,4,15.63,0.11,55.6428
484,je1ELQT3LGq4,Asia,Clothing,2023-09-07,ZL171287,15363,Product 20,5,90.95,0.15,386.5375
485,dWG2UbsptRlv,Europe,Automobile,2023-02-24,WH379537,15025,Product 10,2,74.72,0.18,122.5408
486,Xr5VLeUIiHRO,Asia,Furniture,2023-02-02,WR198006,16069,Product 3,10,62.79,0.14,539.994
487,P3zEc5JFJN9D,Middle East,Clothing,2023-04-12,UI777525,12707,Product 13,5,65.18,0.3,228.13000000000002
488,y0zGTnbSF6Bv,Asia,Automobile,2023-02-03,LZ610107,10075,Product 8,3,41.37,0.23,95.56469999999999
489,Pa8aRMdlwGip,Europe,Electronics,2023-06-01,PI550278,15503,Product 10,5,25.75,0.14,110.725
490,91OII5CktAl5,North America,Clothing,2023-02-26,MX896754,17206,Product 8,8,72.99,0.06,548.8847999999999
491,8k3E6CP8VmY1,Europe,Automobile,2023-05-02,JZ433613,14467,Product 11,5,15.58,0.23,59.983000000000004
492,Bd4uUx0FKCmG,North America,Electronics,2023-02-27,RL867113,15419,Product 12,6,60.23,0.17,299.94539999999995
493,amuSTvrdqWtB,North America,Clothing,2023-08-27,EB076535,17733,Product 1,10,87.93,0.06,826.542
494,ihgQgPwICL7J,Asia,Furniture,2023-08-17,VJ965923,17954,Product 8,7,88.17,0.3,432.03299999999996
495,ukTJjsoHKB3M,North America,Automobile,2023-10-09,YU939286,19648,Product 4,10,20.21,0.09,183.911
496,kkg965d4ThX3,Europe,Clothing,2023-04-15,YE648236,18177,Product 14,5,19.47,0.3,68.14499999999998
497,DFgwiqWAyZeO,Middle East,Electronics,2023-04-02,SV200867,16928,Product 13,6,50.08,0.0,300.48
498,oeWEL0zOHo9H,North America,Electronics,2023-10-02,YH503772,10433,Product 18,3,84.48,0.08,233.1648
499,nQDuYuaBaU3O,Asia,Clothing,2023-09-10,CL406327,10480,Product 11,4,65.06,0.16,218.6016
500,OUwy4ZzTDAxk,Europe,Clothing,2023-01-28,GM628734,13783,Product 15,6,34.69,0.19,168.5934
501,yb2Wn303UTal,Europe,Furniture,2023-10-01,PR792338,16179,Product 16,8,79.19,0.22,494.1456
502,RWXUw12F6ytx,Asia,Furniture,2023-02-14,WO846894,14685,Product 10,10,66.44,0.1,597.96
503,4MdW5t4baatB,Europe,Electronics,2023-08-14,OK571638,18266,Product 4,10,38.32,0.01,379.368
504,gLecF3oziwtu,Middle East,Furniture,2023-10-15,SK313078,14044,Product 13,6,32.53,0.11,173.71020000000001
505,RRgkOOgXXSO2,North America,Electronics,2023-07-07,ND992263,11529,Product 10,8,95.36,0.26,564.5312
506,pG5AKXf8FH3a,Asia,Automobile,2023-01-21,RJ495370,16618,Product 7,5,28.23,0.29,100.2165
507,KkBfo6Hdxg5w,Middle East,Electronics,2023-03-16,KH775467,12885,Product 18,10,56.27,0.28,405.144
508,2STrtw2lLUtG,North America,Automobile,2023-04-15,AZ259056,17994,Product 6,4,99.58,0.15,338.572
509,U8SeYRBDByC0,Europe,Electronics,2023-01-02,RI028486,15188,Product 20,2,85.95,0.29,122.04899999999999
510,Pnpfv4NTuJJN,Europe,Furniture,2023-04-14,QT564798,16373,Product 19,9,78.4,0.18,578.5920000000001
511,nsxxGV9klKhk,Middle East,Clothing,2023-07-28,WM109993,18793,Product 15,5,24.12,0.09,109.74600000000001
512,6dElSzCMDaWp,Middle East,Electronics,2023-09-14,XV779634,16271,Product 7,2,20.75,0.3,29.049999999999997
513,eyxQsQI7pifr,North America,Clothing,2023-05-20,FT560939,12868,Product 16,9,72.89,0.16,551.0483999999999
514,BKqbx1vSBht6,North America,Clothing,2023-08-19,HA466004,11990,Product 3,9,69.25,0.09,567.1575
515,gRuu4OctHj8H,Middle East,Clothing,2023-10-05,UB247771,19191,Product 2,7,48.55,0.06,319.45899999999995
516,3BjS22FQErUJ,Middle East,Clothing,2023-03-29,OX211598,19288,Product 9,10,30.36,0.23,233.772
517,x7ggThlQ6kkc,Europe,Electronics,2023-09-05,QE258507,19372,Product 20,6,68.8,0.27,301.344
518,AuAFKy4dpv81,Europe,Automobile,2023-03-27,ZH002027,11568,Product 3,5,82.5,0.11,367.125
519,juzpSF91ecTS,Middle East,Clothing,2023-01-07,GN963112,15473,Product 16,5,92.79,0.28,334.04400000000004
520,Sxqedjv0wXGI,North America,Furniture,2023-02-20,MC769446,12702,Product 14,8,85.34,0.08,628.1024000000001
521,nIjsmdeKww2a,Middle East,Automobile,2023-10-28,WR490657,18659,Product 6,2,77.36,0.01,153.1728
522,5PyLpLNzSdLC,Europe,Clothing,2023-01-31,WW626790,19168,Product 1,9,86.76,0.22,609.0552000000001
523,3UXeklJxrHp4,Middle East,Automobile,2023-03-07,BE579222,12901,Product 5,9,43.38,0.27,285.0066
524,DGXBUeKadVPa,North America,Automobile,2023-09-01,RD985349,16963,Product 16,10,34.74,0.16,291.816
525,NeQMnPnk27KA,North America,Furniture,2023-06-01,OX506430,12767,Product 15,9,38.36,0.12,303.8112
526,Ja9UOaE6m3pb,Asia,Clothing,2023-02-25,HY549732,12583,Product 9,10,29.11,0.28,209.59199999999998
527,8Wr78pqcczz5,Middle East,Electronics,2023-07-18,RQ639038,13785,Product 8,1,24.47,0.26,18.107799999999997
528,EaQTnka4oHv6,Europe,Electronics,2023-07-17,OY180460,18178,Product 15,1,89.09,0.07,82.8537
529,GJFh1QEFer8Q,North America,Automobile,2023-04-09,MY737934,17387,Product 13,8,10.34,0.06,77.7568
530,fHzm2iA7g9MY,North America,Clothing,2023-03-07,NU996046,11973,Product 4,4,81.75,0.16,274.68
531,CHGSS3hVseuR,Asia,Automobile,2023-08-25,NC957306,11945,Product 12,5,66.91,0.11,297.7495
532,bkxtiBJXDHaY,Europe,Furniture,2023-04-13,UY306887,15715,Product 6,3,71.56,0.19,173.8908
533,dsMCidl0CFm2,Asia,Automobile,2023-10-26,WM006707,18320,Product 9,8,46.64,0.27,272.3776
534,rc2suoVY13BR,North America,Electronics,2023-07-05,JH925433,15622,Product 11,4,90.14,0.23,277.63120000000004
535,Qq0D7YN986zk,Middle East,Electronics,2023-03-13,GH312260,14246,Product 19,2,18.44,0.2,29.504000000000005
536,AUpc6OzHVMzy,Europe,Automobile,2023-05-21,MQ929434,12654,Product 4,6,26.94,0.25,121.23000000000002
537,H5rsCr1ddEoF,Europe,Clothing,2023-01-28,OX237843,15421,Product 2,5,78.29,0.2,313.16
538,n7TcJaXV6NzA,Europe,Electronics,2023-01-11,AE707574,17201,Product 7,2,87.23,0.07,162.24779999999998
539,TwsalSOdoFke,Europe,Clothing,2023-09-16,MA514420,10137,Product 13,2,98.8,0.28,142.272
540,h2c9hUdkKvec,Asia,Clothing,2023-10-05,WC742150,14636,Product 13,1,62.13,0.07,57.780899999999995
541,QQvzJ5hutwaH,North America,Furniture,2023-03-02,NI797646,10285,Product 16,1,22.68,0.25,17.009999999999998
542,QpXy4gvPwg1o,Europe,Furniture,2023-02-23,ZG806272,12659,Product 7,3,42.55,0.15,108.5025
543,7nxas0oSb6cK,Middle East,Furniture,2023-08-26,FO532256,11659,Product 14,2,73.02,0.12,128.5152
544,Us9p1yVQi4Un,Middle East,Electronics,2023-09-06,QC399847,17157,Product 1,2,10.86,0.02,21.2856
545,Ml0vOYPPpKcB,Middle East,Automobile,2023-06-14,WL984410,14213,Product 17,7,39.06,0.18,224.20440000000002
546,hyY5gdbEYGgN,Europe,Clothing,2023-04-19,PM816558,18339,Product 6,5,19.44,0.12,85.53600000000002
547,GltxWRIWXi98,North America,Clothing,2023-02-20,LF372169,11789,Product 17,3,43.46,0.23,100.39259999999999
548,R7kBmXJ5BLXz,Middle East,Furniture,2023-08-14,RL713647,19059,Product 11,2,53.05,0.08,97.612
549,2o2nkkzTYgG2,North America,Furniture,2023-09-17,NT277389,10226,Product 14,9,94.04,0.11,753.2604000000001
550,O7REOtdvMKWr,Europe,Furniture,2023-03-29,CV074436,11960,Product 18,10,42.39,0.03,411.183
551,u2kkuuEtg30V,Asia,Automobile,2023-07-20,IT794006,15913,Product 8,10,31.9,0.23,245.63
552,dMTUh1akHMun,Asia,Automobile,2023-01-17,QI505772,19707,Product 16,10,46.91,0.07,436.2629999999999
553,18FrFcceaRIb,Middle East,Furniture,2023-08-20,HL763838,10872,Product 16,5,69.92,0.27,255.20800000000003
554,ASXdqTgwFQOF,North America,Automobile,2023-07-22,YS159262,19898,Product 5,3,24.58,0.26,54.5676
555,LX889e7m8nYn,Middle East,Furniture,2023-08-14,PF771803,12758,Product 6,4,42.98,0.26,127.22079999999998
556,DIVIP7hH5MWz,Asia,Automobile,2023-07-15,HT818380,17013,Product 2,10,52.73,0.21,416.567
557,ubbocfCggTP4,Asia,Automobile,2023-01-26,MV408018,14147,Product 4,7,60.22,0.28,303.50879999999995
558,YpFSrWD4mkcY,Middle East,Furniture,2023-08-06,IZ225569,10725,Product 12,8,97.89,0.28,563.8464
559,skWoXzqfeQ5u,Middle East,Electronics,2023-08-27,VM114494,12760,Product 20,1,18.69,0.07,17.3817
560,GewzxXz3nd8e,Asia,Furniture,2023-10-11,OL627739,12038,Product 12,10,42.43,0.01,420.05699999999996
561,NB8VNwXAPob9,Asia,Automobile,2023-04-22,DE680007,14422,Product 4,7,46.08,0.0,322.56
562,CDDLW2ixMn3w,Asia,Electronics,2023-04-28,VX906538,18145,Product 13,8,76.04,0.23,468.4064000000001
563,XVFXp3RCplGi,Europe,Furniture,2023-08-09,TH386624,11590,Product 19,7,94.58,0.02,648.8188
564,Z35j2fWXKjvZ,North America,Furniture,2023-01-07,JD154179,14983,Product 5,10,58.45,0.27,426.685
565,7vA1THgKn6Ci,Middle East,Furniture,2023-04-11,TB209622,12555,Product 14,7,45.59,0.07,296.79089999999997
566,ecDdMVtrOA6V,Asia,Furniture,2023-08-03,GW423963,10681,Product 15,9,21.54,0.03,188.0442
567,vFrEYZxRCfV2,North America,Clothing,2023-03-14,HO392757,14105,Product 19,5,96.93,0.01,479.8035
568,Ukoj8Z5sj7Mh,Asia,Electronics,2023-02-02,SZ747736,18535,Product 16,7,77.35,0.06,508.9629999999999
569,XWuAEhlJoHKA,Asia,Clothing,2023-10-09,GT387087,10142,Product 9,1,93.25,0.22,72.735
570,BK6pTpHsowto,Middle East,Electronics,2023-07-27,NA504009,18393,Product 15,8,78.84,0.27,460.42560000000003
571,o0vRh2cf8gnL,Europe,Furniture,2023-07-12,GA692783,10858,Product 14,10,86.86,0.1,781.74
572,ig2PZvfjFXnD,Asia,Clothing,2023-04-02,CR356257,18719,Product 4,1,54.64,0.29,38.794399999999996
573,oMqR02lziFU2,Middle East,Electronics,2023-07-15,KJ216643,18824,Product 5,3,93.47,0.21,221.52390000000003
574,vnyBuhHX2oPu,Middle East,Automobile,2023-04-14,PQ649512,10484,Product 13,1,70.09,0.19,56.77290000000001
575,L6XCEjM02jjY,Asia,Clothing,2023-10-10,GE543010,17214,Product 1,2,72.98,0.29,103.6316
576,xdH37btzLAU3,North America,Electronics,2023-01-25,DF578424,14058,Product 12,5,80.34,0.1,361.5300000000001
577,7Svb68hZgMJT,Asia,Automobile,2023-05-07,GJ415970,11678,Product 12,4,33.51,0.24,101.87039999999999
578,nbj6zDp8suXa,Middle East,Clothing,2023-06-02,QH212539,11920,Product 5,4,83.54,0.1,300.744
579,Rkx3WvtAMmk2,Asia,Clothing,2023-06-20,IH012311,17101,Product 13,3,52.15,0.19,126.7245
580,OaxCtJ64sviO,Middle East,Automobile,2023-04-17,AN446106,15962,Product 17,1,17.1,0.1,15.390000000000002
581,kquPH0iIBGxL,Asia,Clothing,2023-06-11,GD619123,18898,Product 9,8,74.2,0.25,445.20000000000005
582,gpj0EtUzujfL,North America,Electronics,2023-06-03,WR642265,13303,Product 1,2,15.57,0.19,25.2234
583,osiyZwS0VZN3,Europe,Automobile,2023-06-02,CC381299,10963,Product 19,4,40.8,0.28,117.50399999999999
584,xjSb2ELi25bd,North America,Automobile,2023-06-01,FV947516,17765,Product 19,2,79.34,0.09,144.39880000000002
585,QtoSFc0IkhUp,Asia,Electronics,2023-06-14,QH832454,11107,Product 8,3,20.97,0.25,47.1825
586,8oTv1LH2Tf7f,Middle East,Clothing,2023-01-16,XT860086,19195,Product 16,8,10.78,0.28,62.0928
587,cl68zVTm8GqI,Middle East,Automobile,2023-05-13,DX821626,11425,Product 14,9,49.98,0.27,328.3686
588,6xQ7C3TQlvnz,North America,Furniture,2023-02-06,ZL443238,13360,Product 16,2,47.88,0.11,85.22640000000001
589,gPEr5Gx0frji,Middle East,Clothing,2023-10-27,DF989664,11487,Product 6,4,52.36,0.23,161.2688
590,g6oJZLH4PvjV,Middle East,Electronics,2023-07-16,CM835989,16975,Product 7,3,31.42,0.02,92.37480000000001
591,n9jdFkK0TCeR,Europe,Electronics,2023-02-05,LT723642,17653,Product 18,5,46.34,0.19,187.67700000000002
592,Mm2eis0Mud6O,Middle East,Automobile,2023-02-27,QP621380,10033,Product 13,1,81.8,0.14,70.348
593,iBvSwgzXBLPC,Asia,Electronics,2023-01-26,RY052031,16015,Product 14,9,61.91,0.17,462.4676999999999
594,JIjHktAuTYkQ,Middle East,Electronics,2023-06-05,KX857665,15339,Product 2,6,27.39,0.02,161.0532
595,Zraur1KG3opy,North America,Furniture,2023-09-30,WS200729,15526,Product 20,7,16.29,0.01,112.88969999999999
596,ZJkGp2N4ILvo,Middle East,Clothing,2023-07-22,EJ870744,10292,Product 11,2,34.2,0.12,60.19200000000001
597,lwEO0PHYZc4l,North America,Clothing,2023-07-06,BD802279,10472,Product 17,4,95.5,0.21,301.78000000000003
598,QbhVcDiOnR6F,North America,Automobile,2023-02-11,PE017421,10459,Product 6,4,35.51,0.13,123.5748
599,21m5EAUd3UGh,North America,Electronics,2023-07-01,LY819064,10674,Product 18,6,16.01,0.18,78.76920000000001
600,6gT73NlYUxms,Asia,Clothing,2023-04-22,TX664522,18094,Product 10,10,53.39,0.2,427.12
601,wtvG3DW6YqDk,Asia,Clothing,2023-02-24,VX158837,16141,Product 3,2,17.76,0.23,27.350400000000004
602,TAMGN9F2L72r,Asia,Furniture,2023-07-21,ZH517918,17306,Product 20,6,80.11,0.19,389.3346
603,VxWeZ8o11tQm,Europe,Furniture,2023-02-13,US280422,17757,Product 18,7,98.57,0.18,565.7918
604,SpNI03IyyFH0,North America,Automobile,2023-07-22,GR706773,14262,Product 5,9,62.38,0.3,392.99399999999997
605,e2HRIBSFQ8Rq,North America,Clothing,2023-04-02,AC987986,19155,Product 14,2,53.5,0.26,79.17999999999999
606,LP2bW1RK2OtD,North America,Electronics,2023-04-29,IX461923,11826,Product 15,6,91.36,0.18,449.4912
607,9COZkXCyPOU5,Asia,Clothing,2023-02-13,PK382394,18519,Product 13,9,94.55,0.04,816.912
608,mKWNjlT8dtT5,North America,Automobile,2023-09-30,WH275426,10527,Product 1,10,53.64,0.01,531.0360000000001
609,kPiY8q5TtfD5,North America,Furniture,2023-07-07,MF855557,17286,Product 11,2,64.5,0.07,119.97
610,BGk3dpDA61wr,Middle East,Automobile,2023-01-02,VX392336,10509,Product 16,8,74.63,0.19,483.6024
611,8uuhVH3q9ZsW,Asia,Furniture,2023-05-23,SV524143,13268,Product 17,2,64.72,0.1,116.496
612,oAzXo8cIc5AX,North America,Automobile,2023-07-13,NB207956,18843,Product 3,10,91.95,0.27,671.2350000000001
613,L3QOGx9pvmVw,North America,Electronics,2023-10-29,CE690025,17261,Product 4,1,79.8,0.08,73.416
614,yhGJwsJywp5Z,Asia,Furniture,2023-09-11,KN816158,10306,Product 12,3,48.67,0.05,138.7095
615,n4Ls8IiBzbmI,Asia,Automobile,2023-01-19,XD184220,18847,Product 19,2,95.54,0.15,162.418
616,YYi2YI4sx7y0,Europe,Automobile,2023-08-30,PM893441,15289,Product 3,10,38.57,0.12,339.416
617,TBRtq2t3nnXb,Asia,Automobile,2023-02-16,OV152170,10830,Product 6,6,19.38,0.15,98.838
618,nu0lYCEKVewY,Asia,Clothing,2023-07-10,BH870216,18557,Product 20,4,71.72,0.22,223.7664
619,bMmvnGJyDDn6,Asia,Automobile,2023-06-29,TA301166,16618,Product 7,9,63.9,0.1,517.59
620,94irw6xsC5cv,Middle East,Clothing,2023-09-12,SG685235,15827,Product 13,9,66.11,0.01,589.0400999999999
621,Gnf44D4FjuK4,Middle East,Furniture,2023-02-28,MM181098,16864,Product 6,7,58.46,0.11,364.2058
622,UrrBMuGqGEI3,Asia,Clothing,2023-01-16,QC197052,17547,Product 5,9,14.26,0.07,119.35619999999999
623,BIZyH1XZvn3i,Europe,Automobile,2023-10-30,FW096802,13676,Product 12,2,98.37,0.19,159.35940000000002
624,8MYWBs4z0fHe,North America,Electronics,2023-02-23,UU439804,19215,Product 12,4,39.3,0.19,127.332
625,rOF1s6JWO26D,North America,Clothing,2023-05-07,WY820310,11392,Product 2,7,32.59,0.19,184.78530000000003
626,VcAkZhAqwa9r,North America,Furniture,2023-09-01,HL503473,18235,Product 8,2,32.84,0.29,46.6328
627,lVQc8fKeKga1,North America,Electronics,2023-08-02,MI303038,13226,Product 19,1,32.8,0.03,31.815999999999995
628,buyiwWEkpNG8,Asia,Electronics,2023-01-15,JP516002,15676,Product 7,9,95.17,0.15,728.0504999999999
629,SpAMan95Rwhw,Middle East,Electronics,2023-01-04,YI483420,10712,Product 4,7,92.69,0.25,486.6225
630,2PmQDO9zdWXY,Asia,Clothing,2023-04-21,ES893548,11928,Product 11,5,31.9,0.29,113.24499999999999
631,cE52mFSWjPYI,Europe,Furniture,2023-08-11,YD768569,17293,Product 3,3,73.18,0.17,182.21820000000002
632,o6hURkW3p38G,Europe,Electronics,2023-07-24,EK340596,10080,Product 14,8,46.08,0.21,291.2256
633,PK68rXpHtgHH,Middle East,Furniture,2023-01-30,GI976494,17406,Product 15,3,46.6,0.16,117.43199999999999
634,SsB2RdPAEa1R,Asia,Electronics,2023-07-23,KP504193,11034,Product 3,10,74.62,0.28,537.264
635,zDrDGM2CpAAi,Middle East,Electronics,2023-06-02,TA539675,16431,Product 2,2,72.95,0.25,109.42500000000001
636,PBFsQepLc3Gr,North America,Furniture,2023-04-20,DI469165,14581,Product 18,9,91.04,0.15,696.456
637,Ps6akZC01dDd,North America,Automobile,2023-05-22,HC048541,19854,Product 3,9,71.18,0.18,525.3084000000001
638,E8UwiVt7M9ag,Europe,Automobile,2023-02-24,LW341683,12142,Product 15,4,31.96,0.27,93.3232
639,Rc9wRH6DvMk3,Middle East,Furniture,2023-01-21,KL272055,15026,Product 4,9,51.15,0.04,441.936
640,gktX9HgyDE85,North America,Electronics,2023-01-12,BL143926,13892,Product 10,8,78.6,0.18,515.616
641,gprNFPAb9Ufo,Europe,Electronics,2023-09-05,SX574719,18705,Product 8,8,16.15,0.0,129.2
642,NnK1oM7srecF,Asia,Automobile,2023-04-06,PQ906561,18145,Product 9,8,46.32,0.11,329.7984
643,kTf0volOMG48,Europe,Clothing,2023-07-05,AH909342,15226,Product 20,8,88.32,0.21,558.1824
644,o3Tz1iFWpz4L,North America,Furniture,2023-03-23,RE808062,18010,Product 4,3,10.39,0.09,28.3647
645,TJLWZn7mfIbQ,Europe,Automobile,2023-04-11,HG594411,16891,Product 12,4,77.97,0.14,268.2168
646,TysGbsJV4XDu,Asia,Furniture,2023-06-16,DG637391,10671,Product 12,2,72.66,0.27,106.08359999999999
647,6nivwHsCt3XW,North America,Furniture,2023-03-27,AF002753,15036,Product 15,6,29.47,0.23,136.1514
648,BxhoJcfvIoMz,North America,Clothing,2023-02-12,YT969790,12500,Product 16,10,89.85,0.3,628.9499999999999
649,YtykRGwXXnxo,Middle East,Automobile,2023-06-17,GY678168,18841,Product 11,6,11.04,0.21,52.3296
650,940pZLZ4gEH3,Middle East,Clothing,2023-01-23,FN200401,13647,Product 14,3,56.27,0.18,138.4242
651,DsFAXsQvWgPC,Asia,Electronics,2023-09-14,DZ648893,17729,Product 2,2,94.57,0.11,168.3346
652,cycrUK0gRqmC,Asia,Electronics,2023-10-03,CO675339,12520,Product 13,10,56.11,0.15,476.935
653,IeHQYgukYIk5,Europe,Automobile,2023-09-27,RR316717,10713,Product 15,8,61.67,0.24,374.9536
654,QigDnQ4kapJD,Middle East,Furniture,2023-08-25,AC974296,13216,Product 14,7,31.9,0.16,187.572
655,2hYelNavpKvC,North America,Clothing,2023-08-01,UZ394693,17982,Product 3,3,36.94,0.26,82.0068
656,pWbvG5H1W7kL,North America,Clothing,2023-03-16,IA902989,11575,Product 8,5,55.84,0.0,279.20000000000005
657,JOWVf8YMSNXr,Europe,Furniture,2023-05-08,MC412641,19754,Product 1,1,12.98,0.05,12.331
658,DCaL3H7hWGVp,Europe,Clothing,2023-06-20,TO756603,16790,Product 13,3,35.17,0.29,74.91210000000001
659,AgG6iF7e2E2t,North America,Electronics,2023-01-15,EU055755,10076,Product 3,3,43.61,0.11,116.4387
660,Ue9VXpemM0RU,Asia,Automobile,2023-04-30,QP146346,14970,Product 9,4,72.8,0.29,206.75199999999998
661,VywMfRlcNISj,Europe,Electronics,2023-08-12,JR534730,19355,Product 8,7,98.29,0.16,577.9452000000001
662,sHhH6XBQAsxA,North America,Clothing,2023-02-16,HU430870,19712,Product 9,8,96.44,0.02,756.0896
663,NtqRs922gupa,Europe,Clothing,2023-06-17,TE809409,15715,Product 17,10,43.2,0.21,341.2800000000001
664,EibHXxv1q6XG,Asia,Automobile,2023-04-09,AB731612,17343,Product 12,9,85.96,0.03,750.4308
665,u49YZFH223oc,Middle East,Clothing,2023-06-04,CH477164,11295,Product 11,7,29.4,0.29,146.118
666,rJKxBXIAyTVv,Europe,Electronics,2023-05-30,DE487051,11293,Product 17,7,51.97,0.06,341.96259999999995
667,0jsbhNesDwyT,Europe,Clothing,2023-07-08,IN263346,10431,Product 8,5,52.6,0.02,257.74
668,oK9qrx07DEgQ,Middle East,Electronics,2023-05-16,LZ819962,16720,Product 18,4,54.0,0.09,196.56
669,mYyNCWkLDgtB,Asia,Automobile,2023-10-10,ZV434965,16789,Product 5,5,63.33,0.12,278.652
670,5HPVjL0Skg2N,Middle East,Furniture,2023-05-11,YU974014,17746,Product 19,5,97.12,0.02,475.888
671,ZbJA6lrRPcuu,Asia,Clothing,2023-03-21,FL255983,16784,Product 13,3,63.67,0.23,147.0777
672,kX235vSCDV6W,Middle East,Automobile,2023-09-17,WG054742,10327,Product 12,1,19.51,0.1,17.559
673,7SdvS2tiW5l2,North America,Electronics,2023-03-12,GD934387,19771,Product 1,6,73.99,0.01,439.50059999999996
674,gHlvfW4R3ZHh,Asia,Clothing,2023-06-15,TF775829,13390,Product 16,1,14.86,0.25,11.145
675,WCKM1lpCqxG8,Asia,Furniture,2023-04-20,MD670158,10095,Product 9,7,68.67,0.23,370.1313
676,dcJTTqi14hx6,Asia,Furniture,2023-07-17,FB580672,10790,Product 17,7,48.94,0.02,335.72839999999997
677,6pPkx75yaXkz,Middle East,Automobile,2023-01-16,WO527763,17527,Product 14,6,83.71,0.27,366.64979999999997
678,HYNx9ToYZOmz,Asia,Electronics,2023-10-06,FO935241,19871,Product 10,6,76.04,0.18,374.11680000000007
679,30jFKfgnPN6Y,Middle East,Clothing,2023-03-10,ON974123,12414,Product 9,8,48.55,0.17,322.37199999999996
680,vywuHs9559YO,Middle East,Automobile,2023-06-24,BS199547,16843,Product 9,1,15.81,0.08,14.545200000000001
681,GXrRO2LLTIoh,North America,Automobile,2023-04-28,VJ874202,17883,Product 17,3,50.87,0.12,134.2968
682,cRiAtm2KGUzH,North America,Clothing,2023-07-20,QT191197,12071,Product 4,10,14.53,0.05,138.03499999999997
683,vLc5L62qIhOq,Europe,Automobile,2023-06-02,WK876029,18611,Product 7,3,84.05,0.3,176.505
684,uBchjY2njg62,Europe,Electronics,2023-10-20,WY854584,17528,Product 8,5,91.75,0.23,353.23750000000007
685,QvStVgN1866t,Asia,Automobile,2023-01-21,XE426694,11868,Product 16,10,77.84,0.07,723.912
686,tkMtWH1tCP3e,Europe,Electronics,2023-08-14,BF770181,13583,Product 15,7,31.86,0.23,171.7254
687,0WtRvdoWIxNc,Middle East,Automobile,2023-03-15,SF160061,14642,Product 12,10,77.84,0.18,638.2880000000001
688,w0mgjg3Laf5i,North America,Automobile,2023-06-17,WP979567,17321,Product 15,7,29.84,0.05,198.43599999999998
689,WEb1XtOaJK54,Asia,Furniture,2023-08-25,FE653289,18831,Product 17,1,77.91,0.11,69.3399
690,L9ebEGINr7is,Middle East,Clothing,2023-02-09,WG759616,15330,Product 7,10,16.47,0.0,164.7
691,DTcK9PRYRUKs,Asia,Clothing,2023-05-31,MY355756,11119,Product 16,4,39.26,0.18,128.7728
692,W3VG2lGZTN2K,North America,Furniture,2023-08-25,AW667482,15546,Product 9,8,19.66,0.14,135.2608
693,VTfPrtQ3nER1,Europe,Automobile,2023-04-26,TE595991,14887,Product 10,7,58.79,0.22,320.9934
694,lRR9OEbH2V4q,Asia,Furniture,2023-07-10,AY071216,15620,Product 19,9,80.09,0.11,641.5209
695,9S6gOmVApM49,North America,Clothing,2023-10-27,TP471967,11254,Product 1,7,23.73,0.28,119.5992
696,SQCPb9vJyEhu,Europe,Electronics,2023-06-30,DE781477,12345,Product 19,5,80.6,0.08,370.76
697,d526AXwPOrEl,Middle East,Furniture,2023-01-14,FK393512,15504,Product 1,8,64.04,0.0,512.32
698,zeODg3pjPTKs,Asia,Automobile,2023-04-10,KK610969,13374,Product 12,1,99.75,0.21,78.80250000000001
699,sKCarx1BfWma,Asia,Electronics,2023-03-15,UX764727,16488,Product 9,1,45.74,0.09,41.623400000000004
